Web ID,Reported Date,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Route,Supra Route
44711.0,2018-04-06,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
44710.0,2018-04-02,1.0,,1,,Other,Other
44693.0,2018-04-01,7.0,4.0,11,1.0,Strait + goulf of Cadix route,Western Mediterranean
44709.0,2018-04-01,1.0,,1,,Algeria route,Western Mediterranean
44694.0,2018-04-01,1.0,,1,,Alboran route,Western Mediterranean
44708.0,2018-03-31,1.0,,1,,Other,Other
44692.0,2018-03-29,,7.0,7,,Strait + goulf of Cadix route,Western Mediterranean
44676.0,2018-03-20,1.0,,1,,Central Mediterranean 3,Central Mediterranean
44671.0,2018-03-18,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
44669.0,2018-03-17,16.0,3.0,19,3.0,Eastern Mediterranean 2,Eastern Mediterranean
44665.0,2018-03-15,12.0,,12,22.0,Alboran route,Western Mediterranean
44661.0,2018-03-12,1.0,,1,,Other,Other
44672.0,2018-03-08,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
44643.0,2018-03-03,3.0,,3,2.0,Strait + goulf of Cadix route,Western Mediterranean
44648.0,2018-03-03,,21.0,21,30.0,Central Mediterranean 3,Central Mediterranean
44664.0,2018-02-28,1.0,,1,,Other,Other
44624.0,2018-02-26,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
44623.0,2018-02-25,1.0,,1,,Other,Other
44622.0,2018-02-21,2.0,,2,,Other,Other
44600.0,2018-02-19,1.0,,1,,Central Mediterranean 3,Central Mediterranean
44599.0,2018-02-18,2.0,,2,,Other,Other
44423.0,2018-02-17,1.0,,1,,Algeria route,Western Mediterranean
44655.0,2018-02-16,1.0,,1,,Central Mediterranean 3,Central Mediterranean
44654.0,2018-02-16,1.0,,1,,Central Mediterranean 3,Central Mediterranean
44422.0,2018-02-16,1.0,,1,,Algeria route,Western Mediterranean
44653.0,2018-02-15,11.0,,11,,Central Mediterranean 3,Central Mediterranean
44421.0,2018-02-15,2.0,,2,,Algeria route,Western Mediterranean
44420.0,2018-02-15,1.0,,1,,Other,Other
44419.0,2018-02-14,2.0,,2,,Other,Other
44412.0,2018-02-13,1.0,,1,,Algeria route,Western Mediterranean
44405.0,2018-02-12,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
44409.0,2018-02-12,1.0,,1,,Other,Other
44404.0,2018-02-11,1.0,,1,,Algeria route,Western Mediterranean
44403.0,2018-02-11,,5.0,5,29.0,Alboran route,Western Mediterranean
44407.0,2018-02-10,1.0,,1,,Other,Other
44652.0,2018-02-09,7.0,,7,,Central Mediterranean 3,Central Mediterranean
44401.0,2018-02-09,3.0,,3,32.0,Alboran route,Western Mediterranean
44400.0,2018-02-08,1.0,,1,,Algeria route,Western Mediterranean
44384.0,2018-02-03,21.0,26.0,47,1.0,Alboran route,Western Mediterranean
45874.0,2018-02-01,1.0,,1,,Eastern Mediterranean 1,Eastern Mediterranean
44382.0,2018-02-01,14.0,86.0,100,3.0,Central Mediterranean 3,Central Mediterranean
44364.0,2018-01-28,1.0,,1,,Other,Other
44116.0,2018-01-27,2.0,32.0,34,96.0,Central Mediterranean 3,Central Mediterranean
44113.0,2018-01-26,2.0,,2,,Algeria route,Western Mediterranean
44110.0,2018-01-23,,1.0,1,,Algeria route,Western Mediterranean
44109.0,2018-01-23,3.0,,3,57.0,Alboran route,Western Mediterranean
44106.0,2018-01-21,1.0,,1,,Other,Other
44103.0,2018-01-20,2.0,,2,34.0,Alboran route,Western Mediterranean
44097.0,2018-01-16,2.0,,2,17.0,Algeria route,Western Mediterranean
44096.0,2018-01-16,3.0,,3,,Central Mediterranean 3,Central Mediterranean
44091.0,2018-01-13,1.0,,1,,Algeria route,Western Mediterranean
44090.0,2018-01-12,1.0,,1,,Other,Other
44087.0,2018-01-09,3.0,8.0,11,43.0,Strait + goulf of Cadix route,Western Mediterranean
44086.0,2018-01-09,,100.0,100,16.0,Central Mediterranean 3,Central Mediterranean
44080.0,2018-01-07,2.0,10.0,12,270.0,Central Mediterranean 3,Central Mediterranean
44079.0,2018-01-06,8.0,56.0,64,86.0,Central Mediterranean 3,Central Mediterranean
44078.0,2018-01-05,4.0,,4,4.0,Strait + goulf of Cadix route,Western Mediterranean
44077.0,2018-01-04,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
44074.0,2017-12-25,1.0,,1,,Eastern Mediterranean 1,Eastern Mediterranean
44071.0,2017-12-22,1.0,,1,,Central Mediterranean 3,Central Mediterranean
44070.0,2017-12-22,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
44036.0,2017-12-16,,3.0,3,20.0,Strait + goulf of Cadix route,Western Mediterranean
44050.0,2017-12-15,1.0,,1,4.0,Other,Other
44027.0,2017-12-14,1.0,,1,68.0,Alboran route,Western Mediterranean
44026.0,2017-12-13,,2.0,2,31.0,Alboran route,Western Mediterranean
44035.0,2017-12-08,3.0,5.0,8,4.0,Central Mediterranean 1,Central Mediterranean
44011.0,2017-12-04,3.0,,3,40.0,Strait + goulf of Cadix route,Western Mediterranean
44034.0,2017-12-04,1.0,,1,,Algeria route,Western Mediterranean
44012.0,2017-12-04,1.0,,1,35.0,Alboran route,Western Mediterranean
44033.0,2017-12-03,,3.0,3,18.0,Strait + goulf of Cadix route,Western Mediterranean
44009.0,2017-11-30,,28.0,28,6.0,Strait + goulf of Cadix route,Western Mediterranean
44004.0,2017-11-29,3.0,1.0,4,2.0,Strait + goulf of Cadix route,Western Mediterranean
44002.0,2017-11-28,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
44018.0,2017-11-27,1.0,,1,,Alboran route,Western Mediterranean
43997.0,2017-11-25,31.0,,31,,Other,Other
44001.0,2017-11-25,1.0,,1,66.0,Eastern Mediterranean 1,Eastern Mediterranean
44000.0,2017-11-25,6.0,,6,,Strait + goulf of Cadix route,Western Mediterranean
43999.0,2017-11-25,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
43998.0,2017-11-25,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
44031.0,2017-11-24,1.0,,1,,Algeria route,Western Mediterranean
43993.0,2017-11-23,1.0,20.0,21,,Central Mediterranean 3,Central Mediterranean
44030.0,2017-11-23,1.0,,1,,Algeria route,Western Mediterranean
43992.0,2017-11-22,,6.0,6,107.0,Central Mediterranean 3,Central Mediterranean
44029.0,2017-11-22,1.0,,1,,Algeria route,Western Mediterranean
43984.0,2017-11-19,3.0,1.0,4,,Strait + goulf of Cadix route,Western Mediterranean
44028.0,2017-11-17,1.0,,1,,Algeria route,Western Mediterranean
44015.0,2017-11-16,1.0,,1,,Central Mediterranean 3,Central Mediterranean
43976.0,2017-11-12,2.0,,2,,Central Mediterranean 3,Central Mediterranean
43986.0,2017-11-11,1.0,,1,,Eastern Mediterranean 1,Eastern Mediterranean
43972.0,2017-11-11,1.0,,1,,Eastern Mediterranean 1,Eastern Mediterranean
43969.0,2017-11-09,2.0,,2,,Strait + goulf of Cadix route,Western Mediterranean
43971.0,2017-11-09,1.0,,1,,Eastern Mediterranean 1,Eastern Mediterranean
43962.0,2017-11-07,1.0,,1,10.0,Strait + goulf of Cadix route,Western Mediterranean
43970.0,2017-11-06,1.0,,1,,Eastern Mediterranean 1,Eastern Mediterranean
43964.0,2017-11-06,5.0,29.0,34,106.0,Central Mediterranean 3,Central Mediterranean
43924.0,2017-11-04,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
43923.0,2017-11-03,3.0,11.0,14,,Central Mediterranean 3,Central Mediterranean
43922.0,2017-11-03,23.0,53.0,76,64.0,Central Mediterranean 3,Central Mediterranean
43921.0,2017-11-03,3.0,7.0,10,15.0,Eastern Mediterranean 3,Eastern Mediterranean
43912.0,2017-11-01,8.0,,8,142.0,Central Mediterranean 3,Central Mediterranean
43911.0,2017-10-30,2.0,,2,12.0,Algeria route,Western Mediterranean
43910.0,2017-10-29,2.0,3.0,5,48.0,Strait + goulf of Cadix route,Western Mediterranean
43899.0,2017-10-26,1.0,,1,,Alboran route,Western Mediterranean
44603.0,2017-10-22,1.0,,1,17.0,Alboran route,Western Mediterranean
43894.0,2017-10-22,1.0,,1,17.0,Alboran route,Western Mediterranean
43893.0,2017-10-22,8.0,,8,,Central Mediterranean 3,Central Mediterranean
43891.0,2017-10-19,1.0,,1,,Central Mediterranean 3,Central Mediterranean
43870.0,2017-10-16,1.0,,1,,Central Mediterranean 3,Central Mediterranean
43864.0,2017-10-15,1.0,,1,23.0,Central Mediterranean 3,Central Mediterranean
43898.0,2017-10-13,28.0,,28,,Central Mediterranean 3,Central Mediterranean
44595.0,2017-10-11,4.0,,4,,Central Mediterranean 3,Central Mediterranean
43857.0,2017-10-08,46.0,3.0,49,38.0,Central Mediterranean 3,Central Mediterranean
43848.0,2017-10-03,,68.0,68,,Central Mediterranean 3,Central Mediterranean
43836.0,2017-10-01,2.0,,2,,Central Mediterranean 3,Central Mediterranean
44596.0,2017-10-01,3.0,,3,,Central Mediterranean 3,Central Mediterranean
43835.0,2017-10-01,1.0,,1,,Central Mediterranean 3,Central Mediterranean
43868.0,2017-09-30,1.0,,1,,Central Mediterranean 3,Central Mediterranean
43830.0,2017-09-28,1.0,,1,5.0,Kas to Kastellorizo,Eastern Mediterranean
43770.0,2017-09-24,2.0,,2,4.0,Alboran route,Western Mediterranean
43764.0,2017-09-20,7.0,90.0,97,40.0,Central Mediterranean 3,Central Mediterranean
43691.0,2017-09-15,3.0,,3,139.0,Central Mediterranean 3,Central Mediterranean
43685.0,2017-09-13,1.0,6.0,7,3.0,Alboran route,Western Mediterranean
43681.0,2017-09-11,,3.0,3,4.0,Strait + goulf of Cadix route,Western Mediterranean
43680.0,2017-09-11,1.0,,1,,Central Mediterranean 3,Central Mediterranean
42398.0,2017-08-31,7.0,,7,13.0,Alboran route,Western Mediterranean
42397.0,2017-08-30,,120.0,120,1.0,Central Mediterranean 3,Central Mediterranean
43670.0,2017-08-27,5.0,,5,,Central Mediterranean 3,Central Mediterranean
35482.0,2017-08-09,1.0,,1,11.0,Strait + goulf of Cadix route,Western Mediterranean
35488.0,2017-08-07,2.0,,2,,Central Mediterranean 3,Central Mediterranean
35473.0,2017-08-06,8.0,,8,,Central Mediterranean 3,Central Mediterranean
35467.0,2017-08-01,8.0,,8,119.0,Central Mediterranean 3,Central Mediterranean
35466.0,2017-07-31,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
35443.0,2017-07-27,8.0,,8,9.0,Cesme to Chios route,Eastern Mediterranean
35476.0,2017-07-25,2.0,,2,,Other,Other
35439.0,2017-07-25,13.0,3.0,16,,Central Mediterranean 3,Central Mediterranean
35426.0,2017-07-20,1.0,,1,,Central Mediterranean 3,Central Mediterranean
30167.0,2017-07-16,1.0,,1,,Algeria route,Western Mediterranean
30160.0,2017-07-15,1.0,,1,,Other,Other
30654.0,2017-07-12,1.0,,1,,Other,Other
31132.0,2017-07-11,3.0,,3,48.0,Alboran route,Western Mediterranean
31130.0,2017-07-10,1.0,,1,,Other,Other
31128.0,2017-07-08,,35.0,35,65.0,Central Mediterranean 3,Central Mediterranean
31121.0,2017-07-04,,49.0,49,3.0,Alboran route,Western Mediterranean
31120.0,2017-07-03,4.0,,4,,Central Mediterranean 3,Central Mediterranean
31118.0,2017-07-01,9.0,,9,,Central Mediterranean 3,Central Mediterranean
31114.0,2017-06-30,,60.0,60,80.0,Central Mediterranean 3,Central Mediterranean
31117.0,2017-06-30,10.0,,10,,Central Mediterranean 3,Central Mediterranean
31115.0,2017-06-30,1.0,,1,,Central Mediterranean 3,Central Mediterranean
31110.0,2017-06-29,1.0,,1,,Central Mediterranean 3,Central Mediterranean
31106.0,2017-06-28,2.0,,2,,Central Mediterranean 3,Central Mediterranean
31105.0,2017-06-28,1.0,,1,,Central Mediterranean 3,Central Mediterranean
31104.0,2017-06-28,29.0,,29,,Other,Other
31109.0,2017-06-28,2.0,,2,,Central Mediterranean 3,Central Mediterranean
44597.0,2017-06-27,1.0,,1,,Central Mediterranean 3,Central Mediterranean
31101.0,2017-06-27,7.0,,7,,Central Mediterranean 3,Central Mediterranean
31093.0,2017-06-26,1.0,,1,,Central Mediterranean 3,Central Mediterranean
31092.0,2017-06-26,3.0,,3,,Other,Other
31089.0,2017-06-25,2.0,,2,229.0,Other,Other
31087.0,2017-06-24,1.0,,1,,Other,Other
31086.0,2017-06-22,1.0,,1,71.0,Central Mediterranean 3,Central Mediterranean
31084.0,2017-06-21,5.0,,5,,Other,Other
31083.0,2017-06-21,18.0,,18,2.0,Other,Other
31077.0,2017-06-20,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
31076.0,2017-06-20,3.0,,3,,Central Mediterranean 3,Central Mediterranean
31075.0,2017-06-19,,7.0,7,,Central Mediterranean 3,Central Mediterranean
31072.0,2017-06-18,9.0,,9,,Central Mediterranean 3,Central Mediterranean
31071.0,2017-06-18,7.0,,7,,Central Mediterranean 3,Central Mediterranean
31061.0,2017-06-17,,,0,,Central Mediterranean 3,Central Mediterranean
31060.0,2017-06-17,,,0,,Central Mediterranean 3,Central Mediterranean
31059.0,2017-06-17,5.0,,5,135.0,Central Mediterranean 3,Central Mediterranean
31058.0,2017-06-17,,110.0,110,25.0,Central Mediterranean 3,Central Mediterranean
31062.0,2017-06-17,2.0,,2,,Central Mediterranean 3,Central Mediterranean
31057.0,2017-06-16,8.0,,8,,Central Mediterranean 3,Central Mediterranean
31056.0,2017-06-16,5.0,,5,,Algeria route,Western Mediterranean
31050.0,2017-06-15,,126.0,126,4.0,Other,Other
31049.0,2017-06-15,4.0,,4,,Central Mediterranean 3,Central Mediterranean
31048.0,2017-06-15,3.0,,3,,Other,Other
31044.0,2017-06-13,1.0,,1,,Central Mediterranean 3,Central Mediterranean
31043.0,2017-06-13,1.0,,1,,Central Mediterranean 3,Central Mediterranean
35432.0,2017-06-12,2.0,,2,,Alboran route,Western Mediterranean
31042.0,2017-06-12,2.0,,2,,Other,Other
31034.0,2017-06-10,8.0,,8,,Other,Other
31038.0,2017-06-10,1.0,,1,,Central Mediterranean 3,Central Mediterranean
31037.0,2017-06-10,1.0,,1,,Central Mediterranean 3,Central Mediterranean
31036.0,2017-06-10,8.0,,8,,Central Mediterranean 3,Central Mediterranean
31035.0,2017-06-10,,52.0,52,79.0,Central Mediterranean 3,Central Mediterranean
31033.0,2017-06-09,1.0,,1,,Other,Other
31031.0,2017-06-09,1.0,,1,,Algeria route,Western Mediterranean
31030.0,2017-06-09,1.0,,1,,Alboran route,Western Mediterranean
31022.0,2017-06-04,19.0,,19,,Central Mediterranean 3,Central Mediterranean
31023.0,2017-06-04,2.0,,2,,Central Mediterranean 3,Central Mediterranean
31020.0,2017-06-03,4.0,,4,125.0,Central Mediterranean 3,Central Mediterranean
31017.0,2017-05-31,13.0,,13,,Central Mediterranean 3,Central Mediterranean
44577.0,2017-05-29,,10.0,10,,Central Mediterranean 3,Central Mediterranean
31007.0,2017-05-29,10.0,10.0,20,,Central Mediterranean 3,Central Mediterranean
31000.0,2017-05-27,1.0,,1,126.0,Central Mediterranean 3,Central Mediterranean
30999.0,2017-05-27,33.0,24.0,57,,Central Mediterranean 3,Central Mediterranean
30998.0,2017-05-27,2.0,18.0,20,,Central Mediterranean 3,Central Mediterranean
31005.0,2017-05-27,7.0,,7,,Central Mediterranean 3,Central Mediterranean
30997.0,2017-05-26,1.0,,1,,Central Mediterranean 3,Central Mediterranean
30994.0,2017-05-26,,82.0,82,,Central Mediterranean 3,Central Mediterranean
30993.0,2017-05-26,1.0,,1,,Central Mediterranean 3,Central Mediterranean
30992.0,2017-05-25,2.0,,2,,Central Mediterranean 3,Central Mediterranean
43761.0,2017-05-24,1.0,,1,,Central Mediterranean 3,Central Mediterranean
30979.0,2017-05-19,,1.0,1,24.0,Alboran route,Western Mediterranean
30978.0,2017-05-19,1.0,1.0,2,,Central Mediterranean 3,Central Mediterranean
30981.0,2017-05-19,,156.0,156,4.0,Central Mediterranean 3,Central Mediterranean
30975.0,2017-05-17,2.0,,2,,Other,Other
30974.0,2017-05-16,2.0,,2,,Central Mediterranean 3,Central Mediterranean
30973.0,2017-05-16,1.0,,1,,Other,Other
30972.0,2017-05-16,1.0,,1,,Central Mediterranean 3,Central Mediterranean
30970.0,2017-05-15,,1.0,1,6.0,Strait + goulf of Cadix route,Western Mediterranean
30969.0,2017-05-15,7.0,13.0,20,484.0,Central Mediterranean 3,Central Mediterranean
30958.0,2017-05-08,11.0,,11,,Other,Other
30957.0,2017-05-07,,102.0,102,7.0,Other,Other
30956.0,2017-05-07,,82.0,82,50.0,Central Mediterranean 3,Central Mediterranean
30949.0,2017-05-04,1.0,,1,,Other,Other
30948.0,2017-05-03,19.0,,19,,Other,Other
30942.0,2017-05-02,1.0,,1,,Central Mediterranean 3,Central Mediterranean
30941.0,2017-05-01,6.0,,6,,Central Mediterranean 3,Central Mediterranean
30938.0,2017-04-26,1.0,,1,,Other,Other
30931.0,2017-04-24,16.0,7.0,23,2.0,Eastern Mediterranean 1,Eastern Mediterranean
30930.0,2017-04-23,1.0,,1,,Central Mediterranean 3,Central Mediterranean
30919.0,2017-04-18,,10.0,10,,Central Mediterranean 3,Central Mediterranean
30918.0,2017-04-18,4.0,,4,,Central Mediterranean 3,Central Mediterranean
30917.0,2017-04-18,,30.0,30,,Central Mediterranean 3,Central Mediterranean
30923.0,2017-04-18,,35.0,35,,Central Mediterranean 3,Central Mediterranean
30922.0,2017-04-18,28.0,,28,,Other,Other
30921.0,2017-04-18,,17.0,17,,Central Mediterranean 3,Central Mediterranean
30920.0,2017-04-18,,7.0,7,,Central Mediterranean 3,Central Mediterranean
30915.0,2017-04-16,7.0,,7,,Central Mediterranean 3,Central Mediterranean
30914.0,2017-04-16,2.0,,2,,Central Mediterranean 3,Central Mediterranean
30913.0,2017-04-16,13.0,20.0,33,,Central Mediterranean 3,Central Mediterranean
30912.0,2017-04-15,5.0,,5,101.0,Other,Other
35431.0,2017-04-14,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
30911.0,2017-04-13,,97.0,97,23.0,Other,Other
43867.0,2017-04-12,,5.0,5,6.0,Strait + goulf of Cadix route,Western Mediterranean
30907.0,2017-04-11,3.0,,3,32.0,Alboran route,Western Mediterranean
30905.0,2017-04-07,1.0,,1,,Other,Other
30904.0,2017-04-07,1.0,,1,148.0,Central Mediterranean 3,Central Mediterranean
30901.0,2017-04-02,1.0,,1,,Eastern Mediterranean 1,Eastern Mediterranean
30897.0,2017-03-29,3.0,,3,,Other,Other
30896.0,2017-03-28,4.0,,4,85.0,Other,Other
30895.0,2017-03-28,1.0,5.0,6,141.0,Other,Other
30892.0,2017-03-26,1.0,,1,,Other,Other
30891.0,2017-03-26,1.0,,1,,Central Mediterranean 3,Central Mediterranean
30888.0,2017-03-25,1.0,,1,,Other,Other
30885.0,2017-03-24,1.0,,1,,Central Mediterranean 3,Central Mediterranean
30884.0,2017-03-24,3.0,1.0,4,3.0,Strait + goulf of Cadix route,Western Mediterranean
30883.0,2017-03-24,11.0,,11,9.0,Eastern Mediterranean 2,Eastern Mediterranean
30880.0,2017-03-23,5.0,,5,,Central Mediterranean 3,Central Mediterranean
30881.0,2017-03-23,,130.0,130,,Central Mediterranean 3,Central Mediterranean
30879.0,2017-03-22,1.0,,1,,Central Mediterranean 3,Central Mediterranean
30878.0,2017-03-21,2.0,66.0,68,54.0,Central Mediterranean 3,Central Mediterranean
30872.0,2017-03-20,10.0,,10,,Central Mediterranean 3,Central Mediterranean
30871.0,2017-03-19,3.0,,3,215.0,Central Mediterranean 3,Central Mediterranean
44569.0,2017-03-19,,10.0,10,117.0,Central Mediterranean 3,Central Mediterranean
30868.0,2017-03-18,,8.0,8,,Central Mediterranean 3,Central Mediterranean
30862.0,2017-03-11,1.0,,1,,Other,Other
30859.0,2017-03-09,11.0,,11,,Other,Other
30858.0,2017-03-08,3.0,,3,,Central Mediterranean 3,Central Mediterranean
30853.0,2017-03-04,,6.0,6,178.0,Central Mediterranean 3,Central Mediterranean
30852.0,2017-03-03,,25.0,25,115.0,Central Mediterranean 3,Central Mediterranean
30851.0,2017-03-03,1.0,,1,,Central Mediterranean 3,Central Mediterranean
30850.0,2017-03-03,1.0,,1,,Central Mediterranean 3,Central Mediterranean
30849.0,2017-03-03,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
30848.0,2017-03-02,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
30847.0,2017-03-01,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
30841.0,2017-02-26,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
30840.0,2017-02-26,1.0,,1,,Other,Other
30833.0,2017-02-23,14.0,,14,400.0,Central Mediterranean 3,Central Mediterranean
30836.0,2017-02-23,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
30823.0,2017-02-20,74.0,,74,,Other,Other
30820.0,2017-02-19,,118.0,118,,Central Mediterranean 3,Central Mediterranean
30819.0,2017-02-19,6.0,,6,,Other,Other
30808.0,2017-02-15,,9.0,9,2.0,Strait + goulf of Cadix route,Western Mediterranean
30796.0,2017-02-12,,2.0,2,3.0,Strait + goulf of Cadix route,Western Mediterranean
30782.0,2017-02-06,1.0,,1,,Other,Other
30779.0,2017-02-05,1.0,,1,45.0,Eastern Mediterranean 1,Eastern Mediterranean
30775.0,2017-02-04,,3.0,3,113.0,Other,Other
30763.0,2017-01-30,,3.0,3,11.0,Alboran route,Western Mediterranean
30759.0,2017-01-29,1.0,1.0,2,,Other,Other
30758.0,2017-01-28,2.0,,2,151.0,Central Mediterranean 3,Central Mediterranean
30756.0,2017-01-27,1.0,2.0,3,299.0,Other,Other
30750.0,2017-01-24,10.0,,10,,Central Mediterranean 3,Central Mediterranean
30739.0,2017-01-21,5.0,,5,,Other,Other
30740.0,2017-01-21,1.0,,1,,Central Mediterranean 3,Central Mediterranean
30706.0,2017-01-15,1.0,,1,,Eastern Mediterranean 2,Eastern Mediterranean
30698.0,2017-01-14,1.0,,1,7.0,Strait + goulf of Cadix route,Western Mediterranean
30697.0,2017-01-14,8.0,7.0,15,4.0,Strait + goulf of Cadix route,Western Mediterranean
30696.0,2017-01-14,,3.0,3,,Alboran route,Western Mediterranean
30695.0,2017-01-14,1.0,,1,2.0,Alboran route,Western Mediterranean
30694.0,2017-01-14,4.0,172.0,176,4.0,Central Mediterranean 3,Central Mediterranean
30707.0,2017-01-13,2.0,,2,193.0,Central Mediterranean 3,Central Mediterranean
30686.0,2017-01-13,3.0,,3,,Central Mediterranean 3,Central Mediterranean
30684.0,2017-01-12,14.0,,14,,Central Mediterranean 3,Central Mediterranean
30679.0,2017-01-10,1.0,,1,,Other,Other
30665.0,2017-01-04,3.0,,3,45.0,Alboran route,Western Mediterranean
30664.0,2017-01-04,5.0,,5,,Central Mediterranean 3,Central Mediterranean
30659.0,2017-01-02,1.0,,1,,Central Mediterranean 3,Central Mediterranean
30656.0,2017-01-01,2.0,,2,,Strait + goulf of Cadix route,Western Mediterranean
43026.0,2016-12-31,2.0,,2,,Central Mediterranean 3,Central Mediterranean
43025.0,2016-12-24,1.0,,1,8.0,Central Mediterranean 2,Central Mediterranean
43024.0,2016-12-23,5.0,56.0,61,62.0,Other,Other
42799.0,2016-12-22,7.0,40.0,47,80.0,Central Mediterranean 2,Central Mediterranean
42798.0,2016-12-22,1.0,57.0,58,63.0,Central Mediterranean 2,Central Mediterranean
42801.0,2016-12-21,7.0,,7,300.0,Central Mediterranean 2,Central Mediterranean
42782.0,2016-12-19,5.0,,5,8.0,Eastern Mediterranean 1,Eastern Mediterranean
43022.0,2016-12-14,,20.0,20,,Central Mediterranean 2,Central Mediterranean
43019.0,2016-12-13,2.0,,2,,Central Mediterranean 3,Central Mediterranean
43021.0,2016-12-13,,87.0,87,27.0,Other,Other
43020.0,2016-12-13,2.0,1.0,3,,Central Mediterranean 3,Central Mediterranean
43018.0,2016-12-11,15.0,,15,,Other,Other
42783.0,2016-12-11,6.0,,6,165.0,Central Mediterranean 3,Central Mediterranean
43017.0,2016-12-10,8.0,,8,,Other,Other
43016.0,2016-12-09,2.0,,2,,Central Mediterranean 3,Central Mediterranean
43015.0,2016-12-09,1.0,,1,,Central Mediterranean 3,Central Mediterranean
43014.0,2016-12-08,10.0,,10,,Other,Other
42770.0,2016-12-07,2.0,,2,,Central Mediterranean 3,Central Mediterranean
42800.0,2016-12-07,7.0,,7,38.0,Alboran route,Western Mediterranean
43013.0,2016-12-06,5.0,,5,,Other,Other
42787.0,2016-12-05,11.0,,11,,Central Mediterranean 3,Central Mediterranean
43012.0,2016-12-04,4.0,,4,140.0,Central Mediterranean 3,Central Mediterranean
42779.0,2016-12-04,2.0,,2,,Central Mediterranean 3,Central Mediterranean
43011.0,2016-12-04,14.0,6.0,20,120.0,Central Mediterranean 3,Central Mediterranean
42764.0,2016-11-26,8.0,,8,1.0,Central Mediterranean 3,Central Mediterranean
42771.0,2016-11-25,1.0,,1,,Strait + goulf of Cadix route,Western Mediterranean
42769.0,2016-11-23,2.0,26.0,28,,Central Mediterranean 3,Central Mediterranean
42755.0,2016-11-22,7.0,,7,,Central Mediterranean 3,Central Mediterranean
42745.0,2016-11-18,6.0,3.0,9,4.0,Other,Other
43009.0,2016-11-17,,25.0,25,,Central Mediterranean 3,Central Mediterranean
42855.0,2016-11-16,4.0,,4,15.0,Evros and Rodopi route,Eastern Mediterranean
43008.0,2016-11-16,7.0,96.0,103,27.0,Central Mediterranean 3,Central Mediterranean
42876.0,2016-11-15,4.0,95.0,99,23.0,Central Mediterranean 3,Central Mediterranean
42746.0,2016-11-14,,135.0,135,15.0,Central Mediterranean 3,Central Mediterranean
42751.0,2016-11-14,5.0,1.0,6,114.0,Central Mediterranean 3,Central Mediterranean
42862.0,2016-11-14,,3.0,3,122.0,Central Mediterranean 3,Central Mediterranean
43007.0,2016-11-09,4.0,22.0,26,,Central Mediterranean 3,Central Mediterranean
42851.0,2016-11-06,1.0,,1,115.0,Central Mediterranean 3,Central Mediterranean
42728.0,2016-11-05,10.0,12.0,22,,Central Mediterranean 3,Central Mediterranean
43006.0,2016-11-05,1.0,,1,,Central Mediterranean 3,Central Mediterranean
42910.0,2016-11-04,1.0,,1,48.0,Eastern Mediterranean 2,Eastern Mediterranean
43004.0,2016-11-02,,128.0,128,2.0,Central Mediterranean 3,Central Mediterranean
43003.0,2016-11-01,12.0,99.0,111,29.0,Other,Other
43002.0,2016-10-29,3.0,,3,,Central Mediterranean 3,Central Mediterranean
43001.0,2016-10-28,2.0,4.0,6,,Central Mediterranean 3,Central Mediterranean
43000.0,2016-10-27,2.0,32.0,34,,Central Mediterranean 3,Central Mediterranean
42732.0,2016-10-26,97.0,,97,29.0,Central Mediterranean 3,Central Mediterranean
42997.0,2016-10-26,,29.0,29,,Central Mediterranean 3,Central Mediterranean
42996.0,2016-10-26,1.0,29.0,30,,Central Mediterranean 3,Central Mediterranean
42749.0,2016-10-26,9.0,1.0,10,,Central Mediterranean 3,Central Mediterranean
42999.0,2016-10-26,,10.0,10,140.0,Central Mediterranean 3,Central Mediterranean
42998.0,2016-10-26,6.0,4.0,10,,Central Mediterranean 3,Central Mediterranean
42995.0,2016-10-25,1.0,,1,,Other,Other
42754.0,2016-10-25,29.0,,29,107.0,Other,Other
42994.0,2016-10-22,,30.0,30,,Central Mediterranean 3,Central Mediterranean
42993.0,2016-10-22,1.0,,1,,Central Mediterranean 3,Central Mediterranean
42991.0,2016-10-21,13.0,,13,120.0,Central Mediterranean 3,Central Mediterranean
42990.0,2016-10-21,3.0,,3,,Central Mediterranean 3,Central Mediterranean
